,HCT116_DMSO_8h,HCT116_DMSO_24h,HCT116_HCQ_8h,HCT116_HCQ_24h,HCT116_Rem_8h,HCT116_Rem_24h,HepG2_DMSO_8h,HepG2_DMSO_24h,HepG2_HCQ_8h,HepG2_HCQ_24h,HepG2_Rem_8h,HepG2_Rem_24h,HT29_DMSO_8h,HT29_DMSO_24h,HT29_HCQ_8h,HT29_HCQ_24h,HT29_Rem_8h,HT29_Rem_24h,PLC_DMSO_8h,PLC_DMSO_24h,PLC_HCQ_8h,PLC_HCQ_24h,PLC_Rem_8h,PLC_Rem_24h
ENSG00000270503.1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0
ENSG00000270504.1,2,2,0,2,1,12,92,55,85,96,57,99,11,10,3,9,54,2,52,5,4,17,5,27
ENSG00000270521.1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270523.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000270528.1,4,3,0,0,4,7,0,1,0,0,1,4,1,0,1,0,7,2,3,0,0,0,1,2
ENSG00000270531.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000270533.2,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ENSG00000270538.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
ENSG00000270540.1,1,5,0,1,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000270547.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270557.1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,11,1,0,0,1,9
ENSG00000270558.1,23,30,12,8,17,54,35,15,22,18,52,32,18,4,6,8,253,15,48,5,4,8,4,29
ENSG00000270562.1,0,0,0,0,0,0,7,5,5,5,0,2,1,1,0,0,5,0,2,0,3,2,0,1
ENSG00000270571.2,0,0,1,0,0,2,7,1,1,1,8,1,0,1,0,0,2,0,1,0,0,2,0,0
ENSG00000270574.1,2,3,0,1,0,13,2,3,2,2,7,13,0,0,0,0,7,0,22,1,0,14,8,5
ENSG00000270578.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000270580.5,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270604.5,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,2,1,7,0,2,2,0,1
ENSG00000270605.1,0,1,0,0,0,0,5,5,2,5,4,3,0,0,0,1,6,1,9,1,0,1,1,0
ENSG00000270623.1,0,0,0,0,0,2,0,0,0,1,4,4,0,1,0,0,5,1,1,0,0,0,0,0
ENSG00000270627.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270629.5,14,3,4,2,0,9,8,1,0,1,4,8,13,8,3,0,82,6,2,0,0,2,0,1
ENSG00000270638.1,1,0,0,0,0,0,2,10,1,3,1,5,0,0,0,0,3,0,13,3,0,0,0,0
ENSG00000270640.1,1,1,1,1,0,0,3,2,1,1,5,3,3,1,5,3,14,0,7,0,1,0,0,1
ENSG00000270641.1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,6,2,0,0,1,1,0,1
ENSG00000270647.5,1424,1256,385,300,536,4262,766,593,428,369,625,347,2341,1225,548,336,10982,598,3404,269,166,204,300,848
ENSG00000270659.1,0,0,0,0,0,0,1,0,1,0,1,0,6,0,1,0,1,0,5,0,0,0,0,0
ENSG00000270670.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
ENSG00000270672.1,4,3,0,0,1,22,2,0,4,6,3,3,2,0,0,0,16,0,9,0,1,1,2,6
ENSG00000270673.1,2,10,0,0,2,1,11,7,3,2,6,5,7,4,2,0,8,0,40,3,2,8,2,25
ENSG00000270681.1,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,12,1,1,0,0,0,0,0
ENSG00000270689.1,0,0,0,1,0,16,0,0,0,0,5,0,0,0,0,0,21,0,0,0,0,0,0,0
ENSG00000270696.1,54,40,13,20,24,81,77,66,92,48,47,46,91,26,33,10,224,27,243,20,13,25,8,41
ENSG00000270697.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ENSG00000270702.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000270704.3,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270711.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
ENSG00000270713.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000270714.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
ENSG00000270720.1,2,0,0,0,1,0,10,8,1,0,9,2,1,0,0,0,13,0,3,0,0,1,0,1
ENSG00000270722.1,4,14,3,2,3,79,1,3,1,1,0,1,3,2,1,1,19,0,1,0,0,0,0,0
ENSG00000270742.1,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000270755.1,0,1,0,0,0,1,2,6,0,0,1,3,0,0,0,0,0,0,7,1,0,1,1,1
ENSG00000270757.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270761.1,5,5,2,0,0,9,8,9,3,6,6,5,6,4,0,1,24,3,103,2,4,18,6,6
ENSG00000270764.1,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270765.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270780.1,0,1,1,0,0,3,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
ENSG00000270781.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0
ENSG00000270788.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270791.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
ENSG00000270792.5,0,0,0,0,0,0,2,1,3,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000270800.3,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,3
ENSG00000270802.2,0,0,0,0,0,1,2,1,0,2,2,1,2,1,0,1,12,1,4,0,0,0,0,0
ENSG00000270804.1,37,32,12,17,23,130,38,27,37,25,18,56,51,22,17,28,309,32,143,14,4,24,28,73
ENSG00000270806.1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,10,2,3,2,3,3
ENSG00000270808.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,1,0
ENSG00000270813.2,7,8,3,4,2,37,4,1,5,2,8,6,9,0,2,1,58,5,22,0,2,10,3,1
ENSG00000270816.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461,144,87,185,101,395
ENSG00000270820.5,3,3,0,0,0,11,10,10,3,7,11,4,5,4,0,1,15,2,29,1,1,2,4,0
ENSG00000270823.1,4,4,0,1,0,5,2,0,1,0,4,1,1,0,0,0,12,2,3,0,1,1,3,4
ENSG00000270828.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ENSG00000270829.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ENSG00000270858.1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,4,0,0,0,0,1
ENSG00000270863.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0
ENSG00000270865.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000270872.2,3,6,4,0,0,9,6,0,1,2,1,2,0,1,0,0,3,0,28,1,2,12,2,2
ENSG00000270876.1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ENSG00000270883.1,2,1,0,0,2,0,0,1,0,0,0,3,0,1,0,0,11,3,0,0,0,0,0,3
ENSG00000270885.1,0,0,0,0,2,12,135,88,79,94,110,51,29,18,11,5,168,6,12,0,2,0,1,6
ENSG00000270894.1,3,4,1,0,0,0,14,8,2,4,11,8,43,32,6,3,271,20,79,6,1,1,1,6
ENSG00000270906.1,3,12,1,4,3,40,8,10,12,13,9,19,7,3,1,7,40,0,122,6,6,55,16,54
ENSG00000270916.1,7,4,0,1,1,31,1,3,1,1,1,2,7,6,4,0,14,1,5,0,0,2,1,2
ENSG00000270919.1,0,0,0,0,0,0,1,1,1,3,0,5,2,1,0,0,1,0,52,5,11,18,5,8
ENSG00000270933.1,0,1,0,0,0,0,4,5,3,2,0,0,1,0,0,0,0,0,6,2,1,0,0,2
ENSG00000270935.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
ENSG00000270937.1,0,0,0,0,0,0,8,1,0,1,2,0,2,2,0,0,7,0,0,0,0,0,0,0
ENSG00000270945.1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000270948.1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000270951.1,0,0,0,0,1,0,2,3,1,0,3,1,0,1,0,0,0,0,2,0,0,0,3,1
ENSG00000270953.1,2,0,2,0,0,21,1,0,0,0,1,7,13,6,3,6,106,13,33,3,2,8,8,15
ENSG00000270956.1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,3
ENSG00000270959.1,6,5,2,1,2,21,11,19,5,3,13,0,5,8,1,0,34,0,158,11,2,4,14,13
ENSG00000270964.1,1,2,0,0,0,14,6,6,3,1,1,1,3,2,0,1,11,0,12,0,1,2,1,13
ENSG00000270966.1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
ENSG00000270972.1,0,0,0,0,0,0,1,5,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270975.1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,0,10,3,0,4,0,1
ENSG00000270977.1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,1,1,0,0,0,1,3
ENSG00000270983.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1
ENSG00000270987.1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270988.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ENSG00000270996.1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271009.3,1,1,0,0,0,11,13,13,12,19,9,9,10,1,4,2,25,0,11,0,5,10,0,3
ENSG00000271011.1,2,5,0,1,3,26,4,5,3,1,8,8,0,0,0,0,7,0,20,6,2,2,4,10
ENSG00000271013.1,0,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,0,0,0
ENSG00000271018.1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0
ENSG00000271020.1,2,6,2,1,1,2,1,7,3,4,2,2,4,4,1,0,30,0,31,0,0,0,0,11
ENSG00000271029.1,1,0,0,0,0,6,0,0,2,0,1,1,2,0,0,0,8,1,2,0,0,0,0,0
ENSG00000271040.1,0,0,0,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,7,1,0,0,1,3
ENSG00000271044.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0
ENSG00000271045.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0
ENSG00000271092.5,3,3,0,0,1,6,0,1,0,0,2,1,0,0,0,1,8,1,27,3,0,2,3,5
ENSG00000271099.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000271100.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000271105.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
ENSG00000271109.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0
ENSG00000271115.1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,2,0,1,0,1,0
ENSG00000271119.1,0,4,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,10,4,0,0,2,0
ENSG00000271122.1,38,37,11,17,18,168,71,45,29,45,75,47,117,57,27,30,704,39,439,28,10,39,49,180
ENSG00000271127.1,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000271133.5,0,1,1,2,0,0,0,0,0,0,0,0,20,13,10,11,52,3,0,0,0,0,0,0
ENSG00000271137.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ENSG00000271141.1,4,1,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000271142.1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,4,0,0,0,0,1
ENSG00000271147.7,24,19,6,6,3,84,22,15,12,26,18,29,19,10,6,4,99,6,54,10,9,8,9,23
ENSG00000271151.1,4,2,0,1,0,0,1,5,0,2,0,0,6,0,0,0,12,0,5,0,0,1,0,0
ENSG00000271155.1,0,0,0,0,1,0,1,1,4,2,0,2,1,1,0,0,1,0,4,1,0,0,0,3
ENSG00000271156.1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271161.1,2,0,1,2,1,6,1,3,0,1,0,0,1,4,1,0,23,0,10,1,4,4,1,2
ENSG00000271163.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000271172.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000271182.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ENSG00000271185.1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,1,1,0,0,3
ENSG00000271200.1,4,3,3,1,2,5,3,7,2,4,0,0,7,7,3,2,39,0,91,9,6,13,2,18
ENSG00000271204.1,40,52,7,5,11,119,16,17,20,11,12,8,50,16,14,12,406,26,59,7,8,24,8,16
ENSG00000271207.1,1,3,0,0,1,2,4,0,0,2,1,2,0,0,0,0,11,0,7,0,1,6,2,3
ENSG00000271227.1,0,2,0,0,3,2,2,1,0,1,8,3,1,1,1,1,19,2,8,1,1,4,2,3
ENSG00000271228.1,0,0,0,0,0,0,0,4,3,5,0,0,0,0,1,2,0,0,4,0,4,0,0,0
ENSG00000271231.1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSG00000271234.1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271237.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
ENSG00000271253.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,8,2,0,0
ENSG00000271259.1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,0,0,0,0,0,1,0
ENSG00000271265.1,0,0,0,0,0,2,1,2,0,0,1,0,2,1,1,0,0,0,2,2,0,0,0,0
ENSG00000271270.5,4,9,0,1,3,42,13,12,12,6,11,3,4,2,2,3,25,4,57,6,4,10,7,41
ENSG00000271278.1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0
ENSG00000271284.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000271286.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
ENSG00000271303.1,21,20,0,6,7,115,10,7,8,5,12,28,16,6,7,9,82,9,39,3,4,7,5,9
ENSG00000271314.1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,10,0,0,0,0,0,0,0
ENSG00000271324.1,1,2,0,2,2,12,1,3,1,2,2,1,4,0,1,1,5,1,20,0,0,1,1,5
ENSG00000271327.1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,6,0,3,0,0,0,0,0
ENSG00000271329.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271330.1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
ENSG00000271334.5,1,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271335.5,7,5,1,2,4,23,7,6,2,3,6,5,10,4,1,2,90,5,26,2,4,11,8,13
ENSG00000271337.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000271344.1,1,0,1,2,0,28,0,0,1,1,17,15,1,0,0,1,92,15,6,1,17,47,11,13
ENSG00000271347.1,0,0,0,0,0,0,0,1,1,1,0,4,0,0,0,0,0,0,10,0,1,3,3,6
ENSG00000271353.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000271360.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
ENSG00000271361.1,1,0,0,0,1,0,0,0,0,0,0,0,14,7,3,1,95,3,2,0,0,0,0,0
ENSG00000271367.1,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,15,3,0,0,0,0
ENSG00000271369.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000271380.1,3,3,2,1,4,20,13,17,4,6,4,7,1,4,0,1,8,1,28,3,1,1,3,7
ENSG00000271382.1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271383.6,7,24,5,13,5,61,5,8,6,3,5,44,8,5,11,9,78,16,19,0,3,7,2,12
ENSG00000271384.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,3,0,0,0,0,0
ENSG00000271387.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ENSG00000271389.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
ENSG00000271392.1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271394.1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,1,5,0,0
ENSG00000271401.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000271413.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
ENSG00000271420.1,0,2,0,0,0,1,6,6,6,8,8,4,0,0,0,0,0,0,1,1,0,0,1,0
ENSG00000271425.7,2,3,2,1,1,10,0,1,1,2,2,11,2,0,0,0,24,0,16,0,0,2,0,5
ENSG00000271426.1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271427.1,1,3,0,0,0,1,4,0,1,4,3,1,0,0,0,0,3,0,5,0,0,0,0,0
ENSG00000271429.1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
ENSG00000271440.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,6,0,0
ENSG00000271447.5,1,0,0,1,0,14,1,0,0,0,0,0,0,1,0,0,8,0,10,1,0,0,1,1
ENSG00000271452.1,7,4,0,0,2,8,1,2,2,2,0,3,1,2,0,0,28,0,8,1,1,2,1,1
ENSG00000271461.1,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271474.1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271480.1,0,2,1,1,1,9,1,1,5,2,2,0,275,136,94,108,2565,70,2178,179,119,454,329,652
ENSG00000271503.5,1,0,0,0,0,4,2,0,2,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1
ENSG00000271519.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
ENSG00000271522.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271533.1,21,21,7,4,4,73,30,9,13,21,15,8,15,9,6,16,142,3,160,11,12,30,13,35
ENSG00000271537.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000271538.5,0,0,1,0,0,0,1,2,0,0,1,1,2,0,1,0,2,0,3,0,0,0,0,1
ENSG00000271543.1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0
ENSG00000271551.2,3,0,0,0,0,0,3,6,8,8,8,7,1,0,0,0,3,0,17,0,0,0,3,2
ENSG00000271553.1,0,0,1,0,0,6,0,3,3,0,11,11,5,0,0,2,15,2,14,1,0,1,4,4
ENSG00000271555.1,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,2,2,0,2,0,0,0,0,0
ENSG00000271564.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5
ENSG00000271576.1,7,10,1,1,3,7,9,14,4,3,5,11,0,0,0,0,0,0,19,5,1,2,1,3
ENSG00000271579.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,6,2,2
ENSG00000271584.2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
ENSG00000271590.1,10,20,4,6,0,3,16,16,6,11,28,9,1,0,0,0,27,0,17,4,2,5,0,6
ENSG00000271596.1,1,1,0,0,1,15,0,0,0,0,5,0,0,0,0,0,14,0,0,0,1,1,2,0
ENSG00000271601.3,29,43,21,14,17,100,61,39,69,30,31,56,6,3,2,7,13,7,466,42,19,31,24,140
ENSG00000271605.5,5,1,0,2,0,39,1,0,0,0,0,0,13,9,2,1,27,1,0,0,0,0,0,0
ENSG00000271607.1,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000271614.1,2,4,0,1,1,17,16,13,7,12,9,11,10,3,1,1,74,1,65,2,4,11,8,34
ENSG00000271631.1,0,0,1,0,0,3,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
ENSG00000271643.1,16,10,0,1,10,99,28,19,24,24,11,27,13,9,2,7,79,11,151,10,6,14,9,81
ENSG00000271646.1,7,1,0,1,0,13,16,14,6,13,10,5,8,1,0,1,39,0,26,2,0,3,2,8
ENSG00000271653.1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271659.1,2,1,0,0,0,2,1,1,2,4,0,2,2,1,0,1,8,1,0,0,0,0,0,0
ENSG00000271687.1,1,3,1,0,1,14,0,1,2,0,0,0,0,0,0,0,3,0,6,0,0,2,2,1
ENSG00000271698.1,1,10,3,0,1,12,7,4,1,5,4,0,6,3,2,0,13,1,11,0,0,3,1,2
ENSG00000271699.5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000271709.1,0,0,0,0,0,0,0,0,0,0,0,0,14,11,9,0,38,0,0,0,0,0,0,0
ENSG00000271714.1,0,0,0,0,0,0,2,1,2,5,2,1,0,0,0,0,0,0,4,1,1,0,0,0
ENSG00000271715.1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000271717.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ENSG00000271725.1,0,0,0,1,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000271732.1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,5,0,0
ENSG00000271734.1,0,0,0,0,0,0,0,4,2,0,2,0,0,0,1,0,7,2,8,0,4,1,5,4
ENSG00000271737.1,8,13,0,0,2,11,22,18,10,18,8,2,5,0,0,0,14,1,38,2,1,2,0,4
ENSG00000271741.1,0,0,1,0,0,4,2,2,0,0,4,3,1,1,1,1,11,0,7,0,0,0,1,0
ENSG00000271743.1,0,0,0,0,3,0,0,1,1,0,3,1,0,0,0,0,0,3,0,0,0,0,0,1
ENSG00000271746.1,0,0,0,0,0,2,0,0,1,2,0,0,1,1,0,1,0,0,13,0,0,2,0,0
ENSG00000271749.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1
ENSG00000271751.1,5,5,0,0,2,15,4,1,2,0,1,7,23,6,3,1,41,2,110,13,2,14,7,13
ENSG00000271752.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,0,1,2,1,2
ENSG00000271754.1,3,6,3,7,4,61,13,12,12,21,39,49,23,10,8,5,250,26,188,18,12,64,27,78
ENSG00000271755.1,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000271757.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ENSG00000271763.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0
ENSG00000271774.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271778.1,4,1,1,1,1,12,0,0,4,4,4,3,1,0,0,0,13,4,0,0,0,0,0,0
ENSG00000271780.1,9,5,0,0,3,37,18,11,1,1,6,1,7,6,0,0,15,0,17,5,2,0,2,8
ENSG00000271781.1,20,11,10,5,2,54,23,12,22,35,20,13,66,57,30,31,557,41,101,10,3,9,6,36
ENSG00000271784.1,1,0,1,1,0,6,22,11,11,12,7,5,11,5,3,0,22,2,8,1,0,0,0,2
ENSG00000271787.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000271788.1,1,1,1,2,0,0,1,1,1,1,2,1,5,3,1,1,54,2,1,1,0,1,0,0
ENSG00000271789.1,8,4,1,0,0,4,13,8,2,6,3,1,11,7,1,1,21,3,84,8,4,14,9,28
ENSG00000271792.1,1,0,0,0,0,0,2,1,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0
ENSG00000271795.1,1,5,0,2,1,23,1,2,1,4,3,4,2,2,3,2,7,0,12,1,4,5,2,5
ENSG00000271797.1,0,0,1,3,0,5,5,2,1,0,1,0,3,1,1,2,3,0,8,0,0,3,0,0
